School District,Student Name,Student ID,Race,Student Gender,ZipCode,% present fall,% present spring
Intermediate School - District A,"LastName, FirstName",75755957931,W,1,555444,92.98%,94.15
Primary School - District A,"LastName, FirstName",75757775159,W,2,555444,91.52%,92.98
High School - District A,"LastName, FirstName",75759737799,W,2,555444,94.44%,97.66
Primary School - District A,"LastName, FirstName",75771319791,W,2,555444,97.37%,93.27
Primary School - District A,"LastName, FirstName",75771771979,W,1,555444,96.20%,98.83
Primary School - District A,"LastName, FirstName",75775135393,W,1,555444,96.20%,97.08
Middle School - District A,"LastName, FirstName",75791331977,W,2,555444,99.42%,99.71
High School - District A,"LastName, FirstName",75791559373,W,1,555444,99.42%,96.2
Intermediate School - District A,"LastName, FirstName",75791753973,W,2,555444,98.83%,96.78
Middle School - District A,"LastName, FirstName",75791997399,W,2,555444,97.37%,99.42
Middle School - District A,"LastName, FirstName",75793597755,W,2,555444,94.44%,99.42
Intermediate School - District A,"LastName, FirstName",75795117977,W,2,555444,98.25%,99.12
High School - District A,"LastName, FirstName",75795557751,W,1,555444,97.08%,98.54
Middle School - District A,"LastName, FirstName",75797159159,W,2,555444,99.42%,99.71
Primary School - District A,"LastName, FirstName",75799797915,W,1,555444,99.71%,97.66
Primary School - District A,"LastName, FirstName",75911357719,W,1,555444,95.61%,97.95
Primary School - District A,"LastName, FirstName",75911399799,W,1,555444,94.74%,99.12
High School - District A,"LastName, FirstName",75913137597,W,1,555444,97.08%,94.44
Middle School - District A,"LastName, FirstName",75915951959,W,2,555444,94.15%,98.25
High School - District A,"LastName, FirstName",75919537911,W,1,555444,91.52%,99.42
High School - District A,"LastName, FirstName",75919791517,W,1,555444,100.00%,92.98
Intermediate School - District A,"LastName, FirstName",75933359511,W,2,555444,98.25%,95.61
Middle School - District A,"LastName, FirstName",75935915953,W,2,555444,97.08%,97.37
Middle School - District A,"LastName, FirstName",75937131973,W,1,555444,99.71%,98.25
Middle School - District A,"LastName, FirstName",75951391957,W,2,555444,93.27%,99.12
High School - District A,"LastName, FirstName",75951513357,W,2,555444,94.74%,97.66
Intermediate School - District A,"LastName, FirstName",75953531579,W,1,555444,98.83%,88.6
Primary School - District A,"LastName, FirstName",75955379539,W,1,555444,95.03%,99.12
Primary School - District A,"LastName, FirstName",75955793757,W,2,555444,97.37%,92.98
Primary School - District A,"LastName, FirstName",75957595171,H,1,555444,92.98%,97.08
High School - District A,"LastName, FirstName",75957775311,W,1,555444,96.78%,96.49
Middle School - District A,"LastName, FirstName",75959557753,B,2,555444,94.74%,88.6
High School - District A,"LastName, FirstName",75959711731,W,1,555444,98.54%,94.44
Primary School - District A,"LastName, FirstName",75971379337,W,1,555444,95.91%,90.94
High School - District A,"LastName, FirstName",75973379379,W,1,555444,97.37%,98.25
Primary School - District A,"LastName, FirstName",75975179993,B,2,555444,95.32%,98.83
High School - District A,"LastName, FirstName",75975577317,W,1,555444,96.78%,94.44
High School - District A,"LastName, FirstName",75975911395,W,1,555444,97.08%,95.32
Primary School - District A,"LastName, FirstName",75977151591,W,1,555444,98.25%,96.2
Primary School - District A,"LastName, FirstName",75977171355,W,2,555444,96.49%,98.25
Middle School - District A,"LastName, FirstName",75977193317,W,1,555444,96.78%,95.32
Primary School - District A,"LastName, FirstName",75993917513,W,1,555444,97.95%,91.52
High School - District A,"LastName, FirstName",75997393119,W,2,555444,97.95%,94.74
High School - District A,"LastName, FirstName",75997573537,W,2,555444,94.74%,99.42
Primary School - District A,"LastName, FirstName",77111533139,W,2,555444,99.12%,94.15
Primary School - District A,"LastName, FirstName",77111573357,W,2,555444,99.42%,88.01
Intermediate School - District A,"LastName, FirstName",77111573593,W,1,555444,97.95%,97.08
Primary School - District A,"LastName, FirstName",77111737153,W,1,555444,99.71%,98.54
High School - District A,"LastName, FirstName",77113535171,W,2,555444,96.49%,92.98
High School - District A,"LastName, FirstName",77115313177,W,2,555444,95.32%,99.42
High School - District A,"LastName, FirstName",77115335157,W,2,555444,96.49%,90.94
Middle School - District A,"LastName, FirstName",77115517517,W,2,555444,97.08%,94.74
High School - District A,"LastName, FirstName",77115575953,W,1,555444,98.54%,97.08
Middle School - District A,"LastName, FirstName",77117751173,W,1,555444,98.54%,97.95
Middle School - District A,"LastName, FirstName",77119319713,W,1,555444,99.42%,97.66
Middle School - District A,"LastName, FirstName",77119913559,W,2,555444,94.44%,94.44
High School - District A,"LastName, FirstName",77131959991,W,2,555444,98.25%,97.08
High School - District A,"LastName, FirstName",77131975557,W,1,555444,96.49%,95.91
High School - District A,"LastName, FirstName",77133597199,W,1,555444,97.37%,94.15
Middle School - District A,"LastName, FirstName",77133913139,W,2,555444,94.44%,98.54
Intermediate School - District A,"LastName, FirstName",77135111531,W,1,555444,97.37%,94.44
Middle School - District A,"LastName, FirstName",77135157771,W,1,555444,95.03%,87.43
Middle School - District A,"LastName, FirstName",77135517995,W,2,555444,95.03%,94.15
Primary School - District A,"LastName, FirstName",77137155733,W,2,555444,90.64%,99.42
High School - District A,"LastName, FirstName",77137191999,W,2,555444,100.00%,94.15
Intermediate School - District A,"LastName, FirstName",77137979315,W,2,555444,99.42%,92.98
Primary School - District A,"LastName, FirstName",77139319119,W,2,555444,98.25%,92.98
Primary School - District A,"LastName, FirstName",77139935333,W,2,555444,95.91%,98.54
Primary School - District A,"LastName, FirstName",77151379973,W,1,555444,96.78%,97.66
Middle School - District A,"LastName, FirstName",77151531319,W,2,555444,96.78%,92.98
Middle School - District A,"LastName, FirstName",77153379957,H,1,555444,98.25%,94.15
Intermediate School - District A,"LastName, FirstName",77153593737,W,1,555444,96.78%,98.54
Primary School - District A,"LastName, FirstName",77153711993,B,2,555444,98.83%,96.78
Primary School - District A,"LastName, FirstName",77153913559,A,2,555444,98.83%,99.42
High School - District A,"LastName, FirstName",77155753179,W,2,555444,97.08%,95.32
High School - District A,"LastName, FirstName",77157331137,W,1,555444,88.60%,94.44
High School - District A,"LastName, FirstName",77157593131,W,2,555444,99.71%,94.74
Primary School - District A,"LastName, FirstName",77159171355,W,1,555444,95.03%,97.08
High School - District A,"LastName, FirstName",77159775537,W,1,555444,98.54%,93.27
High School - District A,"LastName, FirstName",77171133717,W,2,555444,94.74%,97.95
Intermediate School - District A,"LastName, FirstName",77171357139,W,1,555444,97.08%,90.94
Middle School - District A,"LastName, FirstName",77173133339,W,1,555444,96.49%,95.03
Middle School - District A,"LastName, FirstName",77173155553,W,2,555444,94.15%,92.98
Primary School - District A,"LastName, FirstName",77173159773,W,2,555444,94.74%,97.37
Intermediate School - District A,"LastName, FirstName",77173355379,W,2,555444,99.42%,98.25
Intermediate School - District A,"LastName, FirstName",77173771113,W,2,555444,89.47%,95.03
Intermediate School - District A,"LastName, FirstName",77173973797,W,1,555444,95.32%,90.64
Primary School - District A,"LastName, FirstName",77175357393,W,1,555444,98.83%,98.25
Middle School - District A,"LastName, FirstName",77175937955,W,2,555444,98.25%,97.66
Middle School - District A,"LastName, FirstName",77177139593,W,1,555444,94.44%,98.83
Middle School - District A,"LastName, FirstName",77177731179,W,2,555444,97.08%,92.98
Middle School - District A,"LastName, FirstName",77179191197,H,1,555444,93.57%,91.23
High School - District A,"LastName, FirstName",77179199317,B,2,555444,91.81%,90.64
Primary School - District A,"LastName, FirstName",77179775997,W,1,555444,98.54%,95.03
Intermediate School - District A,"LastName, FirstName",77179793753,W,1,555444,99.42%,98.25
Primary School - District A,"LastName, FirstName",77179957173,P,1,555444,97.08%,99.12
Primary School - District A,"LastName, FirstName",77193913939,W,1,555444,99.71%,99.42
Primary School - District A,"LastName, FirstName",77193917137,W,1,555444,96.78%,98.54
High School - District A,"LastName, FirstName",77195377717,W,1,555444,93.86%,92.69
Middle School - District A,"LastName, FirstName",77195395157,W,2,555444,94.15%,98.25
High School - District A,"LastName, FirstName",77197137197,W,2,555444,97.95%,94.15
Primary School - District A,"LastName, FirstName",77197197333,W,2,555444,92.69%,99.42
Middle School - District A,"LastName, FirstName",77197351371,W,1,555444,98.25%,97.08
Intermediate School - District A,"LastName, FirstName",77197735351,W,1,555444,97.08%,96.78
Middle School - District A,"LastName, FirstName",77199153195,W,1,555444,100.00%,91.81
Intermediate School - District A,"LastName, FirstName",77199951937,W,2,555444,97.08%,90.64
Middle School - District A,"LastName, FirstName",77311791377,W,2,555444,96.78%,88.3
Middle School - District A,"LastName, FirstName",77311799571,W,2,555444,95.32%,96.49
Middle School - District A,"LastName, FirstName",77311911533,W,1,555444,96.78%,88.3
Primary School - District A,"LastName, FirstName",77311935137,A,1,555444,97.37%,96.78
Primary School - District A,"LastName, FirstName",77311951571,W,2,555444,93.27%,97.95
Primary School - District A,"LastName, FirstName",77311993335,W,2,555444,100.00%,90.35
Primary School - District A,"LastName, FirstName",77313159113,B,1,555444,95.32%,96.49
Middle School - District A,"LastName, FirstName",77313197957,W,2,555444,97.08%,94.44
High School - District A,"LastName, FirstName",77313959171,W,2,555444,93.57%,92.98
Middle School - District A,"LastName, FirstName",77313995737,W,1,555444,100.00%,95.32
Middle School - District A,"LastName, FirstName",77315515735,W,2,555444,93.86%,98.54
Intermediate School - District A,"LastName, FirstName",77315531153,B,1,555444,98.54%,99.12
Primary School - District A,"LastName, FirstName",77315739357,W,1,555444,97.66%,94.74
Middle School - District A,"LastName, FirstName",77315935955,W,2,555444,98.54%,96.49
Middle School - District A,"LastName, FirstName",77317319399,W,1,555444,97.08%,96.78
High School - District A,"LastName, FirstName",77317919559,W,1,555444,93.86%,99.12
Middle School - District A,"LastName, FirstName",77317993539,W,2,555444,98.54%,92.98
Primary School - District A,"LastName, FirstName",77319115795,W,2,555444,97.08%,95.61
Primary School - District A,"LastName, FirstName",77319537937,W,1,555444,96.20%,98.25
Intermediate School - District A,"LastName, FirstName",77319799179,W,1,555444,98.25%,99.42
High School - District A,"LastName, FirstName",77331191791,W,1,555444,94.74%,97.37
Intermediate School - District A,"LastName, FirstName",77331335579,W,2,555444,94.74%,98.25
Primary School - District A,"LastName, FirstName",77333537975,W,1,555444,97.08%,98.54
Middle School - District A,"LastName, FirstName",77333913717,W,2,555444,97.66%,98.54
Intermediate School - District A,"LastName, FirstName",77335193999,W,1,555444,94.15%,98.25
Middle School - District A,"LastName, FirstName",77337135531,B,2,555444,97.66%,100
Intermediate School - District A,"LastName, FirstName",77337157737,W,1,555444,96.49%,95.91
Primary School - District A,"LastName, FirstName",77337739551,W,1,555444,97.95%,99.12
High School - District A,"LastName, FirstName",77339733311,W,2,555444,95.32%,91.81
Primary School - District A,"LastName, FirstName",77339957173,W,1,555444,94.74%,98.25
Middle School - District A,"LastName, FirstName",77355135157,W,2,555444,93.57%,99.42
Middle School - District A,"LastName, FirstName",77355917199,W,1,555444,100.00%,97.66
Intermediate School - District A,"LastName, FirstName",77355951175,H,1,555444,94.15%,98.54
Middle School - District A,"LastName, FirstName",77359119913,W,1,555444,91.52%,94.74
Intermediate School - District A,"LastName, FirstName",77359737399,W,2,555444,96.49%,93.57
High School - District A,"LastName, FirstName",77371353915,W,1,555444,96.78%,88.3
Primary School - District A,"LastName, FirstName",77371395313,H,1,555444,97.37%,95.91
High School - District A,"LastName, FirstName",77371919399,B,1,555444,98.54%,99.71
Primary School - District A,"LastName, FirstName",77373555539,W,2,555444,99.42%,92.69
Middle School - District A,"LastName, FirstName",77375317713,W,1,555444,99.42%,97.66
Intermediate School - District A,"LastName, FirstName",77375597931,W,2,555444,97.66%,96.78
Primary School - District A,"LastName, FirstName",77375799911,W,2,555444,91.52%,95.91
Primary School - District A,"LastName, FirstName",77375955753,W,1,555444,100.00%,100
Middle School - District A,"LastName, FirstName",77377939755,B,1,555444,94.15%,98.25
Intermediate School - District A,"LastName, FirstName",77379197997,W,1,555444,95.03%,94.44
Middle School - District A,"LastName, FirstName",77379311733,W,1,555444,100.00%,94.74
Primary School - District A,"LastName, FirstName",77379357531,W,2,555444,97.37%,98.54
Middle School - District A,"LastName, FirstName",77379571739,W,1,555444,97.66%,96.2
Intermediate School - District A,"LastName, FirstName",77379913739,W,2,555444,93.57%,91.81
Primary School - District A,"LastName, FirstName",77391339777,W,1,555444,97.37%,97.66
Middle School - District A,"LastName, FirstName",77391399531,W,1,555444,96.49%,94.74
High School - District A,"LastName, FirstName",77395153177,W,1,555444,95.32%,97.66
Primary School - District A,"LastName, FirstName",77395373713,B,1,555444,100.00%,97.08
Primary School - District A,"LastName, FirstName",77395717333,W,2,555444,97.37%,93.27
Primary School - District A,"LastName, FirstName",77397375139,W,2,555444,96.49%,95.32
Intermediate School - District A,"LastName, FirstName",77397933335,W,1,555444,94.15%,98.54
Intermediate School - District A,"LastName, FirstName",77397933393,W,2,555444,96.49%,97.08
High School - District A,"LastName, FirstName",77397959539,W,2,555444,95.32%,95.03
Middle School - District A,"LastName, FirstName",77399353713,W,1,555444,94.15%,96.78
Intermediate School - District A,"LastName, FirstName",77399575177,W,1,555444,96.78%,95.03
High School - District A,"LastName, FirstName",77511313551,W,2,555444,97.37%,99.42
Intermediate School - District A,"LastName, FirstName",77511513997,W,2,555444,97.37%,98.54
Primary School - District A,"LastName, FirstName",77511595539,B,1,555444,96.49%,89.47
Primary School - District A,"LastName, FirstName",77511917571,W,2,555444,99.42%,92.98
Intermediate School - District A,"LastName, FirstName",77513157331,P,1,555444,94.15%,95.32
High School - District A,"LastName, FirstName",77513333553,W,2,555444,92.98%,96.78
Primary School - District A,"LastName, FirstName",77513559957,W,2,555444,97.66%,93.27
Primary School - District A,"LastName, FirstName",77517399599,W,1,555444,93.27%,96.78
Primary School - District A,"LastName, FirstName",77517579713,W,1,555444,98.83%,97.95
Intermediate School - District A,"LastName, FirstName",77517757557,W,2,555444,97.08%,96.49
Intermediate School - District A,"LastName, FirstName",77519319171,B,1,555444,99.71%,94.15
Intermediate School - District A,"LastName, FirstName",77531137953,W,2,555444,96.20%,96.49
Intermediate School - District A,"LastName, FirstName",77531153573,H,2,555444,96.78%,98.54
Middle School - District A,"LastName, FirstName",77531179533,W,1,555444,99.42%,99.42
High School - District A,"LastName, FirstName",77531393997,W,1,555444,99.42%,92.4
High School - District A,"LastName, FirstName",77531535951,W,1,555444,99.12%,91.52
Primary School - District A,"LastName, FirstName",77531575195,W,1,555444,98.54%,97.37
Intermediate School - District A,"LastName, FirstName",77531775159,B,1,555444,99.71%,99.71
Intermediate School - District A,"LastName, FirstName",77531779197,I,1,555444,97.66%,95.32
Intermediate School - District A,"LastName, FirstName",77533135351,W,1,555444,97.95%,97.08
Primary School - District A,"LastName, FirstName",77533195557,W,1,555444,99.12%,92.4
Primary School - District A,"LastName, FirstName",77533559715,A,1,555444,94.44%,97.08
High School - District A,"LastName, FirstName",77533573317,W,2,555444,98.25%,94.15
Primary School - District A,"LastName, FirstName",77535539319,W,2,555444,99.42%,97.08
Primary School - District A,"LastName, FirstName",77535773515,W,2,555444,92.98%,100
High School - District A,"LastName, FirstName",77535975173,W,1,555444,95.61%,98.54
Primary School - District A,"LastName, FirstName",77537519375,W,1,555444,97.37%,99.71
Middle School - District A,"LastName, FirstName",77537577331,B,1,555444,98.25%,97.66
High School - District A,"LastName, FirstName",77537595379,W,2,555444,99.12%,92.98
Primary School - District A,"LastName, FirstName",77539155195,W,2,555444,97.66%,99.42
Primary School - District A,"LastName, FirstName",77539179133,W,2,555444,88.60%,96.49
Primary School - District A,"LastName, FirstName",77539737373,W,1,555444,99.12%,99.12
High School - District A,"LastName, FirstName",77551311599,W,2,555444,92.98%,98.25
Middle School - District A,"LastName, FirstName",77551775753,W,1,555444,97.08%,98.83
Primary School - District A,"LastName, FirstName",77551995515,B,2,555444,96.49%,98.83
Middle School - District A,"LastName, FirstName",77553319319,W,1,555444,88.60%,98.54
High School - District A,"LastName, FirstName",77553559531,W,2,555444,94.44%,91.81
High School - District A,"LastName, FirstName",77553715913,W,1,555444,90.94%,99.71
High School - District A,"LastName, FirstName",77553717531,W,2,555444,98.25%,93.86
Primary School - District A,"LastName, FirstName",77553915333,W,1,555444,98.83%,99.12
High School - District A,"LastName, FirstName",77555135533,W,1,555444,94.44%,98.83
High School - District A,"LastName, FirstName",77555377519,W,2,555444,95.32%,99.12
High School - District A,"LastName, FirstName",77557397351,W,1,555444,96.20%,96.49
High School - District A,"LastName, FirstName",77557533173,W,2,555444,98.25%,94.15
High School - District A,"LastName, FirstName",77559535939,W,2,555444,95.32%,98.25
Primary School - District A,"LastName, FirstName",77559713999,W,2,555444,91.52%,97.95
Middle School - District A,"LastName, FirstName",77559911531,W,1,555444,94.74%,93.86
Primary School - District A,"LastName, FirstName",77559955157,W,1,555444,99.42%,97.37
Primary School - District A,"LastName, FirstName",77571373793,W,1,555444,94.15%,91.81
Primary School - District A,"LastName, FirstName",77571573393,W,2,555444,88.01%,95.32
Intermediate School - District A,"LastName, FirstName",77571737311,W,1,555444,97.08%,92.98
Intermediate School - District A,"LastName, FirstName",77573739951,W,2,555444,98.54%,95.61
High School - District A,"LastName, FirstName",77575713193,W,2,555444,92.98%,94.74
Primary School - District A,"LastName, FirstName",77575933737,W,1,555444,99.42%,94.44
Intermediate School - District A,"LastName, FirstName",77577319719,W,1,555444,90.94%,98.25
High School - District A,"LastName, FirstName",77577319733,W,2,555444,94.74%,98.83
Middle School - District A,"LastName, FirstName",77577753571,B,1,555444,97.08%,92.69
High School - District A,"LastName, FirstName",77579351951,W,2,555444,97.95%,98.83
High School - District A,"LastName, FirstName",77579737953,W,2,555444,97.66%,88.3
Intermediate School - District A,"LastName, FirstName",77591595379,W,2,555444,94.44%,95.03
High School - District A,"LastName, FirstName",77593391731,W,1,555444,97.08%,82.16
High School - District A,"LastName, FirstName",77593755197,W,1,555444,95.91%,92.69
Primary School - District A,"LastName, FirstName",77595555731,W,1,555444,94.15%,96.2
Primary School - District A,"LastName, FirstName",77597917733,W,2,555444,98.54%,96.78
Middle School - District A,"LastName, FirstName",77599539193,W,1,555444,94.44%,100
Primary School - District A,"LastName, FirstName",77599717999,W,1,555444,87.43%,97.37
Middle School - District A,"LastName, FirstName",77711395719,W,2,555444,94.15%,93.57
Primary School - District A,"LastName, FirstName",77711535119,W,1,555444,99.42%,94.74
High School - District A,"LastName, FirstName",77711559979,W,1,555444,94.15%,94.15
High School - District A,"LastName, FirstName",77711795131,W,2,555444,92.98%,99.12
Middle School - District A,"LastName, FirstName",77711911197,W,2,555444,92.98%,97.37
High School - District A,"LastName, FirstName",77713171397,W,2,555444,98.54%,95.32
Middle School - District A,"LastName, FirstName",77713539559,W,1,555444,97.66%,97.66
Middle School - District A,"LastName, FirstName",77713575593,W,2,555444,92.98%,92.11
High School - District A,"LastName, FirstName",77713593399,W,2,555444,94.15%,100
Intermediate School - District A,"LastName, FirstName",77713771931,W,1,555444,98.54%,99.12
High School - District A,"LastName, FirstName",77715775717,W,1,555444,96.78%,93.27
Intermediate School - District A,"LastName, FirstName",77715915913,W,1,555444,99.42%,97.08
Primary School - District A,"LastName, FirstName",77715939993,H,2,555444,95.32%,95.61
Middle School - District A,"LastName, FirstName",77717151737,W,1,555444,94.44%,95.61
Intermediate School - District A,"LastName, FirstName",77717575733,W,2,555444,94.74%,92.98
Primary School - District A,"LastName, FirstName",77717715579,W,2,555444,97.08%,95.32
Middle School - District A,"LastName, FirstName",77717757113,W,2,555444,93.27%,90.94
Intermediate School - District A,"LastName, FirstName",77717933559,W,2,555444,97.95%,88.3
Middle School - District A,"LastName, FirstName",77719313177,W,1,555444,90.94%,97.37
Middle School - District A,"LastName, FirstName",77719375171,W,2,555444,95.03%,97.08
Middle School - District A,"LastName, FirstName",77719397399,W,1,555444,92.98%,97.95
High School - District A,"LastName, FirstName",77719559133,W,1,555444,97.37%,93.27
High School - District A,"LastName, FirstName",77719753537,W,2,555444,98.25%,99.71
Intermediate School - District A,"LastName, FirstName",77719919337,W,1,555444,95.03%,91.81
High School - District A,"LastName, FirstName",77731159191,W,2,555444,90.64%,96.49
High School - District A,"LastName, FirstName",77731519133,W,1,555444,98.25%,94.74
Middle School - District A,"LastName, FirstName",77731713397,H,1,555444,97.66%,97.08
Primary School - District A,"LastName, FirstName",77733979159,W,1,555444,98.83%,97.08
Intermediate School - District A,"LastName, FirstName",77735511793,W,2,555444,92.98%,98.54
Intermediate School - District A,"LastName, FirstName",77735797339,W,2,555444,91.23%,96.78
Primary School - District A,"LastName, FirstName",77735957551,W,1,555444,90.64%,91.81
High School - District A,"LastName, FirstName",77737733795,W,1,555444,95.03%,98.25
Primary School - District A,"LastName, FirstName",77737915517,W,1,555444,98.25%,88.6
Intermediate School - District A,"LastName, FirstName",77739135555,W,1,555444,99.12%,86.55
Intermediate School - District A,"LastName, FirstName",77739315537,W,1,555444,99.42%,97.37
High School - District A,"LastName, FirstName",77739715397,W,1,555444,98.54%,96.49
Intermediate School - District A,"LastName, FirstName",77739717719,W,2,555444,92.69%,93.57
Primary School - District A,"LastName, FirstName",77739917317,W,2,555444,98.25%,99.42
Primary School - District A,"LastName, FirstName",77751371975,W,1,555444,94.15%,97.66
Intermediate School - District A,"LastName, FirstName",77753135791,W,1,555444,99.42%,94.74
Middle School - District A,"LastName, FirstName",77757593157,A,2,555444,97.08%,97.08
High School - District A,"LastName, FirstName",77757719951,W,1,555444,96.78%,96.49
Middle School - District A,"LastName, FirstName",77759155197,W,1,555444,91.81%,98.83
High School - District A,"LastName, FirstName",77759173113,W,1,555444,90.64%,95.91
High School - District A,"LastName, FirstName",77759199179,W,2,555444,88.30%,95.91
Primary School - District A,"LastName, FirstName",77759399791,W,1,555444,96.49%,99.42
Primary School - District A,"LastName, FirstName",77759513351,W,1,555444,88.30%,94.15
Middle School - District A,"LastName, FirstName",77773795917,W,2,555444,96.78%,89.47
Middle School - District A,"LastName, FirstName",77775179339,W,2,555444,97.95%,98.54
Primary School - District A,"LastName, FirstName",77775397197,W,1,555444,90.35%,97.95
Primary School - District A,"LastName, FirstName",77777377191,W,2,555444,96.49%,99.42
Intermediate School - District A,"LastName, FirstName",77779795113,W,2,555444,94.44%,92.69
Middle School - District A,"LastName, FirstName",77779953937,W,2,555444,92.98%,94.44
Middle School - District A,"LastName, FirstName",77791151777,W,1,555444,95.32%,95.32
Primary School - District A,"LastName, FirstName",77793771355,A,2,555444,98.54%,95.91
Primary School - District A,"LastName, FirstName",77795117371,W,2,555444,99.12%,99.12
High School - District A,"LastName, FirstName",77795171917,W,2,555444,94.74%,90.64
Intermediate School - District A,"LastName, FirstName",77795359915,W,2,555444,96.49%,94.74
Middle School - District A,"LastName, FirstName",77795559397,W,1,555444,96.78%,95.61
Primary School - District A,"LastName, FirstName",77795731371,B,1,555444,99.12%,97.08
Primary School - District A,"LastName, FirstName",77795917733,W,2,555444,92.98%,94.15
Primary School - District A,"LastName, FirstName",77797173911,W,1,555444,95.61%,95.32
Primary School - District A,"LastName, FirstName",77797913731,W,2,555444,98.25%,98.54
Intermediate School - District A,"LastName, FirstName",77797999139,W,1,555444,99.42%,98.25
Intermediate School - District A,"LastName, FirstName",77799197377,W,1,555444,97.37%,96.49
High School - District A,"LastName, FirstName",77799379933,W,1,555444,98.25%,100
Primary School - District A,"LastName, FirstName",77799553339,W,1,555444,98.54%,97.08
Intermediate School - District A,"LastName, FirstName",77799911355,W,1,555444,98.54%,97.37
Middle School - District A,"LastName, FirstName",77911539911,W,1,555444,98.25%,92.98
High School - District A,"LastName, FirstName",77913957197,B,2,555444,100.00%,96.78
Intermediate School - District A,"LastName, FirstName",77915131373,W,1,555444,95.91%,99.71
High School - District A,"LastName, FirstName",77915199917,B,2,555444,99.12%,94.15
High School - District A,"LastName, FirstName",77915797331,W,1,555444,91.81%,100
High School - District A,"LastName, FirstName",77915917757,W,2,555444,98.25%,95.32
High School - District A,"LastName, FirstName",77915997575,W,1,555444,99.42%,97.37
Intermediate School - District A,"LastName, FirstName",77917137199,W,2,555444,97.66%,96.78
Primary School - District A,"LastName, FirstName",77917139777,W,2,555444,98.54%,95.32
Primary School - District A,"LastName, FirstName",77917535371,B,1,555444,94.74%,98.54
Primary School - District A,"LastName, FirstName",77919355711,B,2,555444,93.57%,97.08
Primary School - District A,"LastName, FirstName",77919531937,W,1,555444,88.30%,100
Primary School - District A,"LastName, FirstName",77931315597,B,1,555444,95.91%,98.54
Intermediate School - District A,"LastName, FirstName",77931317197,W,2,555444,99.71%,98.25
Primary School - District A,"LastName, FirstName",77931355371,W,2,555444,92.69%,96.2
High School - District A,"LastName, FirstName",77931519577,W,1,555444,97.66%,93.57
Primary School - District A,"LastName, FirstName",77931717977,W,1,555444,96.78%,99.12
Middle School - District A,"LastName, FirstName",77931719931,W,1,555444,95.91%,98.83
Intermediate School - District A,"LastName, FirstName",77931991579,W,2,555444,100.00%,97.08
High School - District A,"LastName, FirstName",77933113913,W,1,555444,98.25%,94.15
Middle School - District A,"LastName, FirstName",77933975377,W,2,555444,94.44%,96.78
Middle School - District A,"LastName, FirstName",77935117351,A,1,555444,94.74%,97.95
Intermediate School - District A,"LastName, FirstName",77935351135,W,2,555444,98.54%,95.32
High School - District A,"LastName, FirstName",77935933317,W,2,555444,96.20%,94.44
Primary School - District A,"LastName, FirstName",77935971117,W,1,555444,91.81%,97.37
Intermediate School - District A,"LastName, FirstName",77939331931,W,1,555444,97.66%,95.03
High School - District A,"LastName, FirstName",77939595599,W,2,555444,94.74%,93.57
Intermediate School - District A,"LastName, FirstName",77939931719,W,2,555444,97.66%,96.49
High School - District A,"LastName, FirstName",77939933319,W,2,555444,97.08%,96.49
Primary School - District A,"LastName, FirstName",77939979937,W,2,555444,93.27%,96.49
High School - District A,"LastName, FirstName",77951973559,W,1,555444,95.32%,94.44
Middle School - District A,"LastName, FirstName",77953171993,W,2,555444,98.54%,99.71
Middle School - District A,"LastName, FirstName",77953193715,W,1,555444,97.08%,92.98
High School - District A,"LastName, FirstName",77953351959,W,2,555444,95.03%,91.23
Primary School - District A,"LastName, FirstName",77955531959,P,1,555444,96.78%,93.86
Intermediate School - District A,"LastName, FirstName",77955757735,W,1,555444,95.03%,99.12
High School - District A,"LastName, FirstName",77957155793,W,1,555444,99.42%,97.08
High School - District A,"LastName, FirstName",77957377979,W,2,555444,98.54%,95.03
High School - District A,"LastName, FirstName",77959911313,W,2,555444,89.47%,94.15
Middle School - District A,"LastName, FirstName",77971157139,W,1,555444,92.98%,97.66
Intermediate School - District A,"LastName, FirstName",77971179177,W,1,555444,95.32%,98.25
High School - District A,"LastName, FirstName",77971917935,W,1,555444,96.78%,95.32
Intermediate School - District A,"LastName, FirstName",77973133331,W,1,555444,93.27%,93.27
Middle School - District A,"LastName, FirstName",77973355719,W,2,555444,96.78%,97.66
Middle School - District A,"LastName, FirstName",77973511753,B,2,555444,97.95%,97.08
Primary School - District A,"LastName, FirstName",77973519171,W,1,555444,96.49%,96.49
High School - District A,"LastName, FirstName",77975377131,W,2,555444,94.15%,92.98
Primary School - District A,"LastName, FirstName",77975537339,W,2,555444,96.49%,99.12
Middle School - District A,"LastName, FirstName",77975773959,W,2,555444,98.54%,99.12
Middle School - District A,"LastName, FirstName",77977159513,W,1,555444,99.42%,94.74
Middle School - District A,"LastName, FirstName",77977315173,W,1,555444,92.40%,100
Primary School - District A,"LastName, FirstName",77977779753,W,1,555444,91.52%,99.42
Intermediate School - District A,"LastName, FirstName",77979153319,W,2,555444,97.37%,95.03
High School - District A,"LastName, FirstName",77979537759,W,2,555444,99.71%,95.32
Primary School - District A,"LastName, FirstName",77979553937,W,2,555444,95.32%,94.74
High School - District A,"LastName, FirstName",77979953997,W,1,555444,97.08%,95.03
Intermediate School - District A,"LastName, FirstName",77991553171,W,2,555444,92.40%,96.78
Primary School - District A,"LastName, FirstName",77993135357,W,1,555444,97.08%,94.15
High School - District A,"LastName, FirstName",77993771911,W,1,555444,94.15%,98.25
